REF_DATE,GEO,Statistics,UOM,COORDINATE,VALUE
2017,"Montréal, Quebec [24462]",Percent change in non-violent weighted clearance rate,Percent,14.18,4.59
2017,"Ottawa-Gatineau, Quebec part [24505]",Crime severity index,Index,15.1,57.24
2017,"Ottawa-Gatineau, Quebec part [24505]",Percent change in crime severity index,Percent,15.2,0.76
2017,"Ottawa-Gatineau, Quebec part [24505]",Violent crime severity index,Index,15.3,68.98
2017,"Ottawa-Gatineau, Quebec part [24505]",Percent change in violent crime severity index,Percent,15.4,6.55
2017,"Ottawa-Gatineau, Quebec part [24505]",Non-violent crime severity index,Index,15.5,52.88
2017,"Ottawa-Gatineau, Quebec part [24505]",Percent change in non-violent crime severity index,Percent,15.6,-1.75
2017,"Ottawa-Gatineau, Quebec part [24505]",Youth crime severity index,Index,15.7,
2017,"Ottawa-Gatineau, Quebec part [24505]",Percent change in youth crime severity index,Percent,15.8,
2017,"Ottawa-Gatineau, Quebec part [24505]",Youth violent crime severity index,Index,15.9,
2017,"Ottawa-Gatineau, Quebec part [24505]",Percent change in youth violent crime severity index,Percent,15.1,
2017,"Ottawa-Gatineau, Quebec part [24505]",Youth non-violent crime severity index,Index,15.11,
2017,"Ottawa-Gatineau, Quebec part [24505]",Percent change in youth non-violent crime severity index,Percent,15.12,
2017,"Ottawa-Gatineau, Quebec part [24505]",Weighted clearance rate,Number,15.13,45.44
2017,"Ottawa-Gatineau, Quebec part [24505]",Percent change in weighted clearance rate,Percent,15.14,3.63
2017,"Ottawa-Gatineau, Quebec part [24505]",Violent weighted clearance rate,Number,15.15,69.07
2017,"Ottawa-Gatineau, Quebec part [24505]",Percent change in violent weighted clearance rate,Percent,15.16,6.89
2017,"Ottawa-Gatineau, Quebec part [24505]",Non-violent weighted clearance rate,Number,15.17,34.35
2017,"Ottawa-Gatineau, Quebec part [24505]",Percent change in non-violent weighted clearance rate,Percent,15.18,-1.46
2017,Ontario [35],Crime severity index,Index,16.1,56.35
2017,Ontario [35],Percent change in crime severity index,Percent,16.2,5.74
2017,Ontario [35],Violent crime severity index,Index,16.3,69.83
2017,Ontario [35],Percent change in violent crime severity index,Percent,16.4,8.1
2017,Ontario [35],Non-violent crime severity index,Index,16.5,51.37
2017,Ontario [35],Percent change in non-violent crime severity index,Percent,16.6,4.62
2017,Ontario [35],Youth crime severity index,Index,16.7,57.34
2017,Ontario [35],Percent change in youth crime severity index,Percent,16.8,12.3
2017,Ontario [35],Youth violent crime severity index,Index,16.9,83.21
2017,Ontario [35],Percent change in youth violent crime severity index,Percent,16.1,24.47
2017,Ontario [35],Youth non-violent crime severity index,Index,16.11,39.16
2017,Ontario [35],Percent change in youth non-violent crime severity index,Percent,16.12,-1.66
2017,Ontario [35],Weighted clearance rate,Number,16.13,42.55
2017,Ontario [35],Percent change in weighted clearance rate,Percent,16.14,-0.21
2017,Ontario [35],Violent weighted clearance rate,Number,16.15,63.36
2017,Ontario [35],Percent change in violent weighted clearance rate,Percent,16.16,-0.09
2017,Ontario [35],Non-violent weighted clearance rate,Number,16.17,32.37
2017,Ontario [35],Percent change in non-violent weighted clearance rate,Percent,16.18,-1.31
2017,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Crime severity index,Index,17.1,52.5
2017,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in crime severity index,Percent,17.2,0.5
2017,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Violent crime severity index,Index,17.3,65.5
2017,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in violent crime severity index,Percent,17.4,3.77
2017,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Non-violent crime severity index,Index,17.5,47.71
2017,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in non-violent crime severity index,Percent,17.6,-1.02
2017,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Youth crime severity index,Index,17.7,
2017,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in youth crime severity index,Percent,17.8,
2017,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Youth violent crime severity index,Index,17.9,
2017,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in youth violent crime severity index,Percent,17.1,
2017,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Youth non-violent crime severity index,Index,17.11,
2017,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in youth non-violent crime severity index,Percent,17.12,
2017,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Weighted clearance rate,Number,17.13,40.66
2017,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in weighted clearance rate,Percent,17.14,0.1
2017,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Violent weighted clearance rate,Number,17.15,59.51
2017,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in violent weighted clearance rate,Percent,17.16,1.12
2017,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Non-violent weighted clearance rate,Number,17.17,31.36
2017,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in non-violent weighted clearance rate,Percent,17.18,-2.09
2017,"Ottawa-Gatineau, Ontario part [35505]",Crime severity index,Index,18.1,51.01
2017,"Ottawa-Gatineau, Ontario part [35505]",Percent change in crime severity index,Percent,18.2,0.45
2017,"Ottawa-Gatineau, Ontario part [35505]",Violent crime severity index,Index,18.3,64.39
2017,"Ottawa-Gatineau, Ontario part [35505]",Percent change in violent crime severity index,Percent,18.4,2.86
2017,"Ottawa-Gatineau, Ontario part [35505]",Non-violent crime severity index,Index,18.5,46.07
2017,"Ottawa-Gatineau, Ontario part [35505]",Percent change in non-violent crime severity index,Percent,18.6,-0.73
2017,"Ottawa-Gatineau, Ontario part [35505]",Youth crime severity index,Index,18.7,
2017,"Ottawa-Gatineau, Ontario part [35505]",Percent change in youth crime severity index,Percent,18.8,
2017,"Ottawa-Gatineau, Ontario part [35505]",Youth violent crime severity index,Index,18.9,
2017,"Ottawa-Gatineau, Ontario part [35505]",Percent change in youth violent crime severity index,Percent,18.1,
2017,"Ottawa-Gatineau, Ontario part [35505]",Youth non-violent crime severity index,Index,18.11,
2017,"Ottawa-Gatineau, Ontario part [35505]",Percent change in youth non-violent crime severity index,Percent,18.12,
2017,"Ottawa-Gatineau, Ontario part [35505]",Weighted clearance rate,Number,18.13,38.96
2017,"Ottawa-Gatineau, Ontario part [35505]",Percent change in weighted clearance rate,Percent,18.14,-1.27
2017,"Ottawa-Gatineau, Ontario part [35505]",Violent weighted clearance rate,Number,18.15,56.27
2017,"Ottawa-Gatineau, Ontario part [35505]",Percent change in violent weighted clearance rate,Percent,18.16,-1.18
2017,"Ottawa-Gatineau, Ontario part [35505]",Non-violent weighted clearance rate,Number,18.17,30.27
2017,"Ottawa-Gatineau, Ontario part [35505]",Percent change in non-violent weighted clearance rate,Percent,18.18,-2.29
2017,"Kingston, Ontario [35521]",Crime severity index,Index,27.1,62.28
2017,"Kingston, Ontario [35521]",Percent change in crime severity index,Percent,27.2,10.31
2017,"Kingston, Ontario [35521]",Violent crime severity index,Index,27.3,62.9
2017,"Kingston, Ontario [35521]",Percent change in violent crime severity index,Percent,27.4,52.41
2017,"Kingston, Ontario [35521]",Non-violent crime severity index,Index,27.5,61.9
2017,"Kingston, Ontario [35521]",Percent change in non-violent crime severity index,Percent,27.6,0.18
2017,"Kingston, Ontario [35521]",Youth crime severity index,Index,27.7,
2017,"Kingston, Ontario [35521]",Percent change in youth crime severity index,Percent,27.8,
2017,"Kingston, Ontario [35521]",Youth violent crime severity index,Index,27.9,
2017,"Kingston, Ontario [35521]",Percent change in youth violent crime severity index,Percent,27.1,
2017,"Kingston, Ontario [35521]",Youth non-violent crime severity index,Index,27.11,
2017,"Kingston, Ontario [35521]",Percent change in youth non-violent crime severity index,Percent,27.12,
2017,"Kingston, Ontario [35521]",Weighted clearance rate,Number,27.13,41.61
2017,"Kingston, Ontario [35521]",Percent change in weighted clearance rate,Percent,27.14,3.46
2017,"Kingston, Ontario [35521]",Violent weighted clearance rate,Number,27.15,73.8
2017,"Kingston, Ontario [35521]",Percent change in violent weighted clearance rate,Percent,27.16,-6.52
2017,"Kingston, Ontario [35521]",Non-violent weighted clearance rate,Number,27.17,29.85
2017,"Kingston, Ontario [35521]",Percent change in non-violent weighted clearance rate,Percent,27.18,-3.46
2017,"Belleville-Quinte West, Ontario [35522]",Crime severity index,Index,49.1,76.9
2017,"Belleville-Quinte West, Ontario [35522]",Percent change in crime severity index,Percent,49.2,39.56
2017,"Belleville-Quinte West, Ontario [35522]",Violent crime severity index,Index,49.3,119.38
2017,"Belleville-Quinte West, Ontario [35522]",Percent change in violent crime severity index,Percent,49.4,108.02
2017,"Belleville-Quinte West, Ontario [35522]",Non-violent crime severity index,Index,49.5,61.44
2017,"Belleville-Quinte West, Ontario [35522]",Percent change in non-violent crime severity index,Percent,49.6,13.48
2017,"Belleville-Quinte West, Ontario [35522]",Youth crime severity index,Index,49.7,
2017,"Belleville-Quinte West, Ontario [35522]",Percent change in youth crime severity index,Percent,49.8,
2017,"Belleville-Quinte West, Ontario [35522]",Youth violent crime severity index,Index,49.9,
2017,"Belleville-Quinte West, Ontario [35522]",Percent change in youth violent crime severity index,Percent,49.1,
2017,"Belleville-Quinte West, Ontario [35522]",Youth non-violent crime severity index,Index,49.11,
2017,"Belleville-Quinte West, Ontario [35522]",Percent change in youth non-violent crime severity index,Percent,49.12,
2017,"Belleville-Quinte West, Ontario [35522]",Weighted clearance rate,Number,49.13,57.44
2017,"Belleville-Quinte West, Ontario [35522]",Percent change in weighted clearance rate,Percent,49.14,23.71
2017,"Belleville-Quinte West, Ontario [35522]",Violent weighted clearance rate,Number,49.15,87.16
2017,"Belleville-Quinte West, Ontario [35522]",Percent change in violent weighted clearance rate,Percent,49.16,12.12
2017,"Belleville-Quinte West, Ontario [35522]",Non-violent weighted clearance rate,Number,49.17,36.67
2017,"Belleville-Quinte West, Ontario [35522]",Percent change in non-violent weighted clearance rate,Percent,49.18,6.32
2017,"Peterborough, Ontario [35529]",Crime severity index,Index,44.1,53.44
2017,"Peterborough, Ontario [35529]",Percent change in crime severity index,Percent,44.2,-3.26
2017,"Peterborough, Ontario [35529]",Violent crime severity index,Index,44.3,69.14
2017,"Peterborough, Ontario [35529]",Percent change in violent crime severity index,Percent,44.4,-1.51
2017,"Peterborough, Ontario [35529]",Non-violent crime severity index,Index,44.5,47.66
2017,"Peterborough, Ontario [35529]",Percent change in non-violent crime severity index,Percent,44.6,-4.14
2017,"Peterborough, Ontario [35529]",Youth crime severity index,Index,44.7,
2017,"Peterborough, Ontario [35529]",Percent change in youth crime severity index,Percent,44.8,
2017,"Peterborough, Ontario [35529]",Youth violent crime severity index,Index,44.9,
2017,"Peterborough, Ontario [35529]",Percent change in youth violent crime severity index,Percent,44.1,
2017,"Peterborough, Ontario [35529]",Youth non-violent crime severity index,Index,44.11,
2017,"Peterborough, Ontario [35529]",Percent change in youth non-violent crime severity index,Percent,44.12,
2017,"Peterborough, Ontario [35529]",Weighted clearance rate,Number,44.13,59.48
2017,"Peterborough, Ontario [35529]",Percent change in weighted clearance rate,Percent,44.14,0.93
2017,"Peterborough, Ontario [35529]",Violent weighted clearance rate,Number,44.15,79.91
2017,"Peterborough, Ontario [35529]",Percent change in violent weighted clearance rate,Percent,44.16,-5.71
2017,"Peterborough, Ontario [35529]",Non-violent weighted clearance rate,Number,44.17,48.82
2017,"Peterborough, Ontario [35529]",Percent change in non-violent weighted clearance rate,Percent,44.18,6.55
2017,"Toronto, Ontario [35535]",Crime severity index,Index,19.1,49.86
2017,"Toronto, Ontario [35535]",Percent change in crime severity index,Percent,19.2,4.14
2017,"Toronto, Ontario [35535]",Violent crime severity index,Index,19.3,73.44
2017,"Toronto, Ontario [35535]",Percent change in violent crime severity index,Percent,19.4,3.96
2017,"Toronto, Ontario [35535]",Non-violent crime severity index,Index,19.5,41.26
2017,"Toronto, Ontario [35535]",Percent change in non-violent crime severity index,Percent,19.6,4.24
2017,"Toronto, Ontario [35535]",Youth crime severity index,Index,19.7,
2017,"Toronto, Ontario [35535]",Percent change in youth crime severity index,Percent,19.8,
2017,"Toronto, Ontario [35535]",Youth violent crime severity index,Index,19.9,
2017,"Toronto, Ontario [35535]",Percent change in youth violent crime severity index,Percent,19.1,
2017,"Toronto, Ontario [35535]",Youth non-violent crime severity index,Index,19.11,
2017,"Toronto, Ontario [35535]",Percent change in youth non-violent crime severity index,Percent,19.12,
2017,"Toronto, Ontario [35535]",Weighted clearance rate,Number,19.13,41.01
2017,"Toronto, Ontario [35535]",Percent change in weighted clearance rate,Percent,19.14,-1.32
2017,"Toronto, Ontario [35535]",Violent weighted clearance rate,Number,19.15,54.52
2017,"Toronto, Ontario [35535]",Percent change in violent weighted clearance rate,Percent,19.16,-0.53
2017,"Toronto, Ontario [35535]",Non-violent weighted clearance rate,Number,19.17,32.36
2017,"Toronto, Ontario [35535]",Percent change in non-violent weighted clearance rate,Percent,19.18,-2.12
2017,"Hamilton, Ontario [35537]",Crime severity index,Index,20.1,60.22
2017,"Hamilton, Ontario [35537]",Percent change in crime severity index,Percent,20.2,10.92
2017,"Hamilton, Ontario [35537]",Violent crime severity index,Index,20.3,76.95
2017,"Hamilton, Ontario [35537]",Percent change in violent crime severity index,Percent,20.4,15.32
2017,"Hamilton, Ontario [35537]",Non-violent crime severity index,Index,20.5,54.06
2017,"Hamilton, Ontario [35537]",Percent change in non-violent crime severity index,Percent,20.6,8.79
2017,"Hamilton, Ontario [35537]",Youth crime severity index,Index,20.7,
2017,"Hamilton, Ontario [35537]",Percent change in youth crime severity index,Percent,20.8,
2017,"Hamilton, Ontario [35537]",Youth violent crime severity index,Index,20.9,
2017,"Hamilton, Ontario [35537]",Percent change in youth violent crime severity index,Percent,20.1,
2017,"Hamilton, Ontario [35537]",Youth non-violent crime severity index,Index,20.11,
2017,"Hamilton, Ontario [35537]",Percent change in youth non-violent crime severity index,Percent,20.12,
2017,"Hamilton, Ontario [35537]",Weighted clearance rate,Number,20.13,37.65
2017,"Hamilton, Ontario [35537]",Percent change in weighted clearance rate,Percent,20.14,-1.26
2017,"Hamilton, Ontario [35537]",Violent weighted clearance rate,Number,20.15,51.53
2017,"Hamilton, Ontario [35537]",Percent change in violent weighted clearance rate,Percent,20.16,-9.69
2017,"Hamilton, Ontario [35537]",Non-violent weighted clearance rate,Number,20.17,30.54
2017,"Hamilton, Ontario [35537]",Percent change in non-violent weighted clearance rate,Percent,20.18,5.35
2017,"St.Catharines-Niagara, Ontario [35539]",Crime severity index,Index,21.1,59.99
2017,"St.Catharines-Niagara, Ontario [35539]",Percent change in crime severity index,Percent,21.2,20.83
2017,"St.Catharines-Niagara, Ontario [35539]",Violent crime severity index,Index,21.3,45.88
2017,"St.Catharines-Niagara, Ontario [35539]",Percent change in violent crime severity index,Percent,21.4,20.39
2017,"St.Catharines-Niagara, Ontario [35539]",Non-violent crime severity index,Index,21.5,64.92
2017,"St.Catharines-Niagara, Ontario [35539]",Percent change in non-violent crime severity index,Percent,21.6,20.94
2017,"St.Catharines-Niagara, Ontario [35539]",Youth crime severity index,Index,21.7,
2017,"St.Catharines-Niagara, Ontario [35539]",Percent change in youth crime severity index,Percent,21.8,
2017,"St.Catharines-Niagara, Ontario [35539]",Youth violent crime severity index,Index,21.9,
2017,"St.Catharines-Niagara, Ontario [35539]",Percent change in youth violent crime severity index,Percent,21.1,
2017,"St.Catharines-Niagara, Ontario [35539]",Youth non-violent crime severity index,Index,21.11,
2017,"St.Catharines-Niagara, Ontario [35539]",Percent change in youth non-violent crime severity index,Percent,21.12,
2017,"St.Catharines-Niagara, Ontario [35539]",Weighted clearance rate,Number,21.13,31.4
2017,"St.Catharines-Niagara, Ontario [35539]",Percent change in weighted clearance rate,Percent,21.14,-11.17
2017,"St.Catharines-Niagara, Ontario [35539]",Violent weighted clearance rate,Number,21.15,57.98
2017,"St.Catharines-Niagara, Ontario [35539]",Percent change in violent weighted clearance rate,Percent,21.16,-5.26
2017,"St.Catharines-Niagara, Ontario [35539]",Non-violent weighted clearance rate,Number,21.17,24.64
2017,"St.Catharines-Niagara, Ontario [35539]",Percent change in non-violent weighted clearance rate,Percent,21.18,-14.3
2017,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Crime severity index,Index,22.1,69.5
2017,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Percent change in crime severity index,Percent,22.2,14.35
2017,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Violent crime severity index,Index,22.3,73.15
2017,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Percent change in violent crime severity index,Percent,22.4,22.61
2017,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Non-violent crime severity index,Index,22.5,68.02
2017,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Percent change in non-violent crime severity index,Percent,22.6,11.44
2017,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Youth crime severity index,Index,22.7,
2017,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Percent change in youth crime severity index,Percent,22.8,
2017,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Youth violent crime severity index,Index,22.9,
2017,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Percent change in youth violent crime severity index,Percent,22.1,
2017,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Youth non-violent crime severity index,Index,22.11,
2017,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Percent change in youth non-violent crime severity index,Percent,22.12,
2017,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Weighted clearance rate,Number,22.13,39.82
2017,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Percent change in weighted clearance rate,Percent,22.14,-5.6
2017,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Violent weighted clearance rate,Number,22.15,57.34
2017,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Percent change in violent weighted clearance rate,Percent,22.16,-6.7
2017,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Non-violent weighted clearance rate,Number,22.17,33.05
2017,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Percent change in non-violent weighted clearance rate,Percent,22.18,-6.64
2017,"Brantford, Ontario [35543]",Crime severity index,Index,45.1,87.91
2017,"Brantford, Ontario [35543]",Percent change in crime severity index,Percent,45.2,-0.01
2017,"Brantford, Ontario [35543]",Violent crime severity index,Index,45.3,95.64
2017,"Brantford, Ontario [35543]",Percent change in violent crime severity index,Percent,45.4,7.41
2017,"Brantford, Ontario [35543]",Non-violent crime severity index,Index,45.5,84.92
2017,"Brantford, Ontario [35543]",Percent change in non-violent crime severity index,Percent,45.6,-2.74
2017,"Brantford, Ontario [35543]",Youth crime severity index,Index,45.7,
2017,"Brantford, Ontario [35543]",Percent change in youth crime severity index,Percent,45.8,
2017,"Brantford, Ontario [35543]",Youth violent crime severity index,Index,45.9,
2017,"Brantford, Ontario [35543]",Percent change in youth violent crime severity index,Percent,45.1,
2017,"Brantford, Ontario [35543]",Youth non-violent crime severity index,Index,45.11,
2017,"Brantford, Ontario [35543]",Percent change in youth non-violent crime severity index,Percent,45.12,
2017,"Brantford, Ontario [35543]",Weighted clearance rate,Number,45.13,38.11
2017,"Brantford, Ontario [35543]",Percent change in weighted clearance rate,Percent,45.14,-0.83
2017,"Brantford, Ontario [35543]",Violent weighted clearance rate,Number,45.15,61.39
2017,"Brantford, Ontario [35543]",Percent change in violent weighted clearance rate,Percent,45.16,-5.04
2017,"Brantford, Ontario [35543]",Non-violent weighted clearance rate,Number,45.17,28.68
2017,"Brantford, Ontario [35543]",Percent change in non-violent weighted clearance rate,Percent,45.18,-0.45
2017,"Guelph, Ontario [35550]",Crime severity index,Index,46.1,65.83
2017,"Guelph, Ontario [35550]",Percent change in crime severity index,Percent,46.2,20.57
2017,"Guelph, Ontario [35550]",Violent crime severity index,Index,46.3,59.16
2017,"Guelph, Ontario [35550]",Percent change in violent crime severity index,Percent,46.4,18.63
2017,"Guelph, Ontario [35550]",Non-violent crime severity index,Index,46.5,68.08
2017,"Guelph, Ontario [35550]",Percent change in non-violent crime severity index,Percent,46.6,21.2
2017,"Guelph, Ontario [35550]",Youth crime severity index,Index,46.7,
2017,"Guelph, Ontario [35550]",Percent change in youth crime severity index,Percent,46.8,
2017,"Guelph, Ontario [35550]",Youth violent crime severity index,Index,46.9,
2017,"Guelph, Ontario [35550]",Percent change in youth violent crime severity index,Percent,46.1,
2017,"Guelph, Ontario [35550]",Youth non-violent crime severity index,Index,46.11,
2017,"Guelph, Ontario [35550]",Percent change in youth non-violent crime severity index,Percent,46.12,
2017,"Guelph, Ontario [35550]",Weighted clearance rate,Number,46.13,41.2
2017,"Guelph, Ontario [35550]",Percent change in weighted clearance rate,Percent,46.14,-3.08
2017,"Guelph, Ontario [35550]",Violent weighted clearance rate,Number,46.15,63.14
2017,"Guelph, Ontario [35550]",Percent change in violent weighted clearance rate,Percent,46.16,-18.46
2017,"Guelph, Ontario [35550]",Non-violent weighted clearance rate,Number,46.17,34.34
2017,"Guelph, Ontario [35550]",Percent change in non-violent weighted clearance rate,Percent,46.18,9.5
2017,"London, Ontario [35555]",Crime severity index,Index,23.1,71.3
2017,"London, Ontario [35555]",Percent change in crime severity index,Percent,23.2,4.61
2017,"London, Ontario [35555]",Violent crime severity index,Index,23.3,62.17
2017,"London, Ontario [35555]",Percent change in violent crime severity index,Percent,23.4,4.02
2017,"London, Ontario [35555]",Non-violent crime severity index,Index,23.5,74.42
2017,"London, Ontario [35555]",Percent change in non-violent crime severity index,Percent,23.6,4.79
2017,"London, Ontario [35555]",Youth crime severity index,Index,23.7,
2017,"London, Ontario [35555]",Percent change in youth crime severity index,Percent,23.8,
2017,"London, Ontario [35555]",Youth violent crime severity index,Index,23.9,
2017,"London, Ontario [35555]",Percent change in youth violent crime severity index,Percent,23.1,
2017,"London, Ontario [35555]",Youth non-violent crime severity index,Index,23.11,
2017,"London, Ontario [35555]",Percent change in youth non-violent crime severity index,Percent,23.12,
2017,"London, Ontario [35555]",Weighted clearance rate,Number,23.13,38.09
2017,"London, Ontario [35555]",Percent change in weighted clearance rate,Percent,23.14,-3.81
2017,"London, Ontario [35555]",Violent weighted clearance rate,Number,23.15,70.06
2017,"London, Ontario [35555]",Percent change in violent weighted clearance rate,Percent,23.16,-2.56
2017,"London, Ontario [35555]",Non-violent weighted clearance rate,Number,23.17,28.49
2017,"London, Ontario [35555]",Percent change in non-violent weighted clearance rate,Percent,23.18,-4.46
2017,"Windsor, Ontario [35559]",Crime severity index,Index,24.1,70.43
2017,"Windsor, Ontario [35559]",Percent change in crime severity index,Percent,24.2,6.68
2017,"Windsor, Ontario [35559]",Violent crime severity index,Index,24.3,63.52
2017,"Windsor, Ontario [35559]",Percent change in violent crime severity index,Percent,24.4,11.83
2017,"Windsor, Ontario [35559]",Non-violent crime severity index,Index,24.5,72.75
2017,"Windsor, Ontario [35559]",Percent change in non-violent crime severity index,Percent,24.6,5.16
2017,"Windsor, Ontario [35559]",Youth crime severity index,Index,24.7,
2017,"Windsor, Ontario [35559]",Percent change in youth crime severity index,Percent,24.8,
2017,"Windsor, Ontario [35559]",Youth violent crime severity index,Index,24.9,
2017,"Windsor, Ontario [35559]",Percent change in youth violent crime severity index,Percent,24.1,
2017,"Windsor, Ontario [35559]",Youth non-violent crime severity index,Index,24.11,
2017,"Windsor, Ontario [35559]",Percent change in youth non-violent crime severity index,Percent,24.12,
2017,"Windsor, Ontario [35559]",Weighted clearance rate,Number,24.13,35.57
2017,"Windsor, Ontario [35559]",Percent change in weighted clearance rate,Percent,24.14,3.1
2017,"Windsor, Ontario [35559]",Violent weighted clearance rate,Number,24.15,70.04
2017,"Windsor, Ontario [35559]",Percent change in violent weighted clearance rate,Percent,24.16,-0.43
2017,"Windsor, Ontario [35559]",Non-violent weighted clearance rate,Number,24.17,24.74
2017,"Windsor, Ontario [35559]",Percent change in non-violent weighted clearance rate,Percent,24.18,3.47
2017,"Barrie, Ontario [35568]",Crime severity index,Index,47.1,44.73
2017,"Barrie, Ontario [35568]",Percent change in crime severity index,Percent,47.2,0.49
2017,"Barrie, Ontario [35568]",Violent crime severity index,Index,47.3,53.44
2017,"Barrie, Ontario [35568]",Percent change in violent crime severity index,Percent,47.4,15.15
2017,"Barrie, Ontario [35568]",Non-violent crime severity index,Index,47.5,41.49
2017,"Barrie, Ontario [35568]",Percent change in non-violent crime severity index,Percent,47.6,-5.1
2017,"Barrie, Ontario [35568]",Youth crime severity index,Index,47.7,
2017,"Barrie, Ontario [35568]",Percent change in youth crime severity index,Percent,47.8,
2017,"Barrie, Ontario [35568]",Youth violent crime severity index,Index,47.9,
2017,"Barrie, Ontario [35568]",Percent change in youth violent crime severity index,Percent,47.1,
2017,"Barrie, Ontario [35568]",Youth non-violent crime severity index,Index,47.11,
2017,"Barrie, Ontario [35568]",Percent change in youth non-violent crime severity index,Percent,47.12,
2017,"Barrie, Ontario [35568]",Weighted clearance rate,Number,47.13,57.01
2017,"Barrie, Ontario [35568]",Percent change in weighted clearance rate,Percent,47.14,27.43
2017,"Barrie, Ontario [35568]",Violent weighted clearance rate,Number,47.15,82.38
2017,"Barrie, Ontario [35568]",Percent change in violent weighted clearance rate,Percent,47.16,19.24
2017,"Barrie, Ontario [35568]",Non-violent weighted clearance rate,Number,47.17,45.25
2017,"Barrie, Ontario [35568]",Percent change in non-violent weighted clearance rate,Percent,47.18,27.68
2017,"Greater Sudbury, Ontario [35580]",Crime severity index,Index,25.1,75.52
2017,"Greater Sudbury, Ontario [35580]",Percent change in crime severity index,Percent,25.2,13.36
2017,"Greater Sudbury, Ontario [35580]",Violent crime severity index,Index,25.3,76.9
2017,"Greater Sudbury, Ontario [35580]",Percent change in violent crime severity index,Percent,25.4,22.98
2017,"Greater Sudbury, Ontario [35580]",Non-violent crime severity index,Index,25.5,74.85
2017,"Greater Sudbury, Ontario [35580]",Percent change in non-violent crime severity index,Percent,25.6,10.19
2017,"Greater Sudbury, Ontario [35580]",Youth crime severity index,Index,25.7,
2017,"Greater Sudbury, Ontario [35580]",Percent change in youth crime severity index,Percent,25.8,
2017,"Greater Sudbury, Ontario [35580]",Youth violent crime severity index,Index,25.9,
2017,"Greater Sudbury, Ontario [35580]",Percent change in youth violent crime severity index,Percent,25.1,
2017,"Greater Sudbury, Ontario [35580]",Youth non-violent crime severity index,Index,25.11,
2017,"Greater Sudbury, Ontario [35580]",Percent change in youth non-violent crime severity index,Percent,25.12,
2017,"Greater Sudbury, Ontario [35580]",Weighted clearance rate,Number,25.13,41.27
2017,"Greater Sudbury, Ontario [35580]",Percent change in weighted clearance rate,Percent,25.14,-0.15
2017,"Greater Sudbury, Ontario [35580]",Violent weighted clearance rate,Number,25.15,77.26
2017,"Greater Sudbury, Ontario [35580]",Percent change in violent weighted clearance rate,Percent,25.16,-1.34
2017,"Greater Sudbury, Ontario [35580]",Non-violent weighted clearance rate,Number,25.17,27.97
2017,"Greater Sudbury, Ontario [35580]",Percent change in non-violent weighted clearance rate,Percent,25.18,-3.82
2017,"Thunder Bay, Ontario [35595]",Crime severity index,Index,26.1,86.55
2017,"Thunder Bay, Ontario [35595]",Percent change in crime severity index,Percent,26.2,3.23
2017,"Thunder Bay, Ontario [35595]",Violent crime severity index,Index,26.3,142.73
2017,"Thunder Bay, Ontario [35595]",Percent change in violent crime severity index,Percent,26.4,15.06
2017,"Thunder Bay, Ontario [35595]",Non-violent crime severity index,Index,26.5,66.14
2017,"Thunder Bay, Ontario [35595]",Percent change in non-violent crime severity index,Percent,26.6,-4.38
2017,"Thunder Bay, Ontario [35595]",Youth crime severity index,Index,26.7,
