REF_DATE,GEO,Statistics,UOM,COORDINATE,VALUE
1999,"Winnipeg, Manitoba [46602]",Percent change in violent crime severity index,Percent,29.4,1.36
1999,"Winnipeg, Manitoba [46602]",Non-violent crime severity index,Index,29.5,145.57
1999,"Winnipeg, Manitoba [46602]",Percent change in non-violent crime severity index,Percent,29.6,-5.9
1999,"Winnipeg, Manitoba [46602]",Youth crime severity index,Index,29.7,
1999,"Winnipeg, Manitoba [46602]",Youth violent crime severity index,Index,29.9,
1999,"Winnipeg, Manitoba [46602]",Youth non-violent crime severity index,Index,29.11,
1999,"Winnipeg, Manitoba [46602]",Weighted clearance rate,Number,29.13,27.41
1999,"Winnipeg, Manitoba [46602]",Percent change in weighted clearance rate,Percent,29.14,-8.45
1999,"Winnipeg, Manitoba [46602]",Violent weighted clearance rate,Number,29.15,43.88
1999,"Winnipeg, Manitoba [46602]",Percent change in violent weighted clearance rate,Percent,29.16,-8.1
1999,"Winnipeg, Manitoba [46602]",Non-violent weighted clearance rate,Number,29.17,19.71
1999,"Winnipeg, Manitoba [46602]",Percent change in non-violent weighted clearance rate,Percent,29.18,-11.3
1999,Saskatchewan [47],Crime severity index,Index,30.1,167.26
1999,Saskatchewan [47],Percent change in crime severity index,Percent,30.2,-5.07
1999,Saskatchewan [47],Violent crime severity index,Index,30.3,134.97
1999,Saskatchewan [47],Percent change in violent crime severity index,Percent,30.4,-4.79
1999,Saskatchewan [47],Non-violent crime severity index,Index,30.5,179.68
1999,Saskatchewan [47],Percent change in non-violent crime severity index,Percent,30.6,-5.15
1999,Saskatchewan [47],Youth crime severity index,Index,30.7,192.83
1999,Saskatchewan [47],Percent change in youth crime severity index,Percent,30.8,-10.37
1999,Saskatchewan [47],Youth violent crime severity index,Index,30.9,124.59
1999,Saskatchewan [47],Percent change in youth violent crime severity index,Percent,30.1,-1.32
1999,Saskatchewan [47],Youth non-violent crime severity index,Index,30.11,244.81
1999,Saskatchewan [47],Percent change in youth non-violent crime severity index,Percent,30.12,-13.44
1999,Saskatchewan [47],Weighted clearance rate,Number,30.13,42.27
1999,Saskatchewan [47],Percent change in weighted clearance rate,Percent,30.14,0.43
1999,Saskatchewan [47],Violent weighted clearance rate,Number,30.15,66.03
1999,Saskatchewan [47],Percent change in violent weighted clearance rate,Percent,30.16,6.38
1999,Saskatchewan [47],Non-violent weighted clearance rate,Number,30.17,35.41
1999,Saskatchewan [47],Percent change in non-violent weighted clearance rate,Percent,30.18,-2.56
1999,"Regina, Saskatchewan [47705]",Crime severity index,Index,31.1,218.65
1999,"Regina, Saskatchewan [47705]",Percent change in crime severity index,Percent,31.2,-5.47
1999,"Regina, Saskatchewan [47705]",Violent crime severity index,Index,31.3,153.52
1999,"Regina, Saskatchewan [47705]",Percent change in violent crime severity index,Percent,31.4,-16.54
1999,"Regina, Saskatchewan [47705]",Non-violent crime severity index,Index,31.5,243.7
1999,"Regina, Saskatchewan [47705]",Percent change in non-violent crime severity index,Percent,31.6,-2.33
1999,"Regina, Saskatchewan [47705]",Youth crime severity index,Index,31.7,
1999,"Regina, Saskatchewan [47705]",Youth violent crime severity index,Index,31.9,
1999,"Regina, Saskatchewan [47705]",Youth non-violent crime severity index,Index,31.11,
1999,"Regina, Saskatchewan [47705]",Weighted clearance rate,Number,31.13,32.6
1999,"Regina, Saskatchewan [47705]",Percent change in weighted clearance rate,Percent,31.14,3.79
1999,"Regina, Saskatchewan [47705]",Violent weighted clearance rate,Number,31.15,56.94
1999,"Regina, Saskatchewan [47705]",Percent change in violent weighted clearance rate,Percent,31.16,-2.73
1999,"Regina, Saskatchewan [47705]",Non-violent weighted clearance rate,Number,31.17,26.71
1999,"Regina, Saskatchewan [47705]",Percent change in non-violent weighted clearance rate,Percent,31.18,12.61
1999,"Saskatoon, Saskatchewan [47725]",Crime severity index,Index,32.1,174.82
1999,"Saskatoon, Saskatchewan [47725]",Percent change in crime severity index,Percent,32.2,-2.41
1999,"Saskatoon, Saskatchewan [47725]",Violent crime severity index,Index,32.3,159.44
1999,"Saskatoon, Saskatchewan [47725]",Percent change in violent crime severity index,Percent,32.4,-5.77
1999,"Saskatoon, Saskatchewan [47725]",Non-violent crime severity index,Index,32.5,180.74
1999,"Saskatoon, Saskatchewan [47725]",Percent change in non-violent crime severity index,Percent,32.6,-1.2
1999,"Saskatoon, Saskatchewan [47725]",Youth crime severity index,Index,32.7,
1999,"Saskatoon, Saskatchewan [47725]",Youth violent crime severity index,Index,32.9,
1999,"Saskatoon, Saskatchewan [47725]",Youth non-violent crime severity index,Index,32.11,
1999,"Saskatoon, Saskatchewan [47725]",Weighted clearance rate,Number,32.13,33.89
1999,"Saskatoon, Saskatchewan [47725]",Percent change in weighted clearance rate,Percent,32.14,0.62
1999,"Saskatoon, Saskatchewan [47725]",Violent weighted clearance rate,Number,32.15,50.51
1999,"Saskatoon, Saskatchewan [47725]",Percent change in violent weighted clearance rate,Percent,32.16,23.5
1999,"Saskatoon, Saskatchewan [47725]",Non-violent weighted clearance rate,Number,32.17,28.26
1999,"Saskatoon, Saskatchewan [47725]",Percent change in non-violent weighted clearance rate,Percent,32.18,-9.16
1999,Alberta [48],Crime severity index,Index,33.1,118.79
1999,Alberta [48],Percent change in crime severity index,Percent,33.2,-3.03
1999,Alberta [48],Violent crime severity index,Index,33.3,100.62
1999,Alberta [48],Percent change in violent crime severity index,Percent,33.4,2.3
1999,Alberta [48],Non-violent crime severity index,Index,33.5,125.77
1999,Alberta [48],Percent change in non-violent crime severity index,Percent,33.6,-4.56
1999,Alberta [48],Youth crime severity index,Index,33.7,119.52
1999,Alberta [48],Percent change in youth crime severity index,Percent,33.8,-6.73
1999,Alberta [48],Youth violent crime severity index,Index,33.9,91.91
1999,Alberta [48],Percent change in youth violent crime severity index,Percent,33.1,-3.39
1999,Alberta [48],Youth non-violent crime severity index,Index,33.11,140.56
1999,Alberta [48],Percent change in youth non-violent crime severity index,Percent,33.12,-8.3
1999,Alberta [48],Weighted clearance rate,Number,33.13,41.07
1999,Alberta [48],Percent change in weighted clearance rate,Percent,33.14,0.44
1999,Alberta [48],Violent weighted clearance rate,Number,33.15,61.21
1999,Alberta [48],Percent change in violent weighted clearance rate,Percent,33.16,-0.86
1999,Alberta [48],Non-violent weighted clearance rate,Number,33.17,34.88
1999,Alberta [48],Percent change in non-violent weighted clearance rate,Percent,33.18,-0.09
1999,"Calgary, Alberta [48825]",Crime severity index,Index,34.1,111.88
1999,"Calgary, Alberta [48825]",Percent change in crime severity index,Percent,34.2,-3.95
1999,"Calgary, Alberta [48825]",Violent crime severity index,Index,34.3,90.56
1999,"Calgary, Alberta [48825]",Percent change in violent crime severity index,Percent,34.4,1.25
1999,"Calgary, Alberta [48825]",Non-violent crime severity index,Index,34.5,120.08
1999,"Calgary, Alberta [48825]",Percent change in non-violent crime severity index,Percent,34.6,-5.35
1999,"Calgary, Alberta [48825]",Youth crime severity index,Index,34.7,
1999,"Calgary, Alberta [48825]",Youth violent crime severity index,Index,34.9,
1999,"Calgary, Alberta [48825]",Youth non-violent crime severity index,Index,34.11,
1999,"Calgary, Alberta [48825]",Weighted clearance rate,Number,34.13,34.02
1999,"Calgary, Alberta [48825]",Percent change in weighted clearance rate,Percent,34.14,6.48
1999,"Calgary, Alberta [48825]",Violent weighted clearance rate,Number,34.15,54.72
1999,"Calgary, Alberta [48825]",Percent change in violent weighted clearance rate,Percent,34.16,-5.52
1999,"Calgary, Alberta [48825]",Non-violent weighted clearance rate,Number,34.17,28.02
1999,"Calgary, Alberta [48825]",Percent change in non-violent weighted clearance rate,Percent,34.18,12.44
1999,"Edmonton, Alberta [48835]",Crime severity index,Index,35.1,121.73
1999,"Edmonton, Alberta [48835]",Percent change in crime severity index,Percent,35.2,-3.97
1999,"Edmonton, Alberta [48835]",Violent crime severity index,Index,35.3,112.24
1999,"Edmonton, Alberta [48835]",Percent change in violent crime severity index,Percent,35.4,-3.18
1999,"Edmonton, Alberta [48835]",Non-violent crime severity index,Index,35.5,125.38
1999,"Edmonton, Alberta [48835]",Percent change in non-violent crime severity index,Percent,35.6,-4.24
1999,"Edmonton, Alberta [48835]",Youth crime severity index,Index,35.7,
1999,"Edmonton, Alberta [48835]",Youth violent crime severity index,Index,35.9,
1999,"Edmonton, Alberta [48835]",Youth non-violent crime severity index,Index,35.11,
1999,"Edmonton, Alberta [48835]",Weighted clearance rate,Number,35.13,39.09
1999,"Edmonton, Alberta [48835]",Percent change in weighted clearance rate,Percent,35.14,3.17
1999,"Edmonton, Alberta [48835]",Violent weighted clearance rate,Number,35.15,52.71
1999,"Edmonton, Alberta [48835]",Percent change in violent weighted clearance rate,Percent,35.16,1.76
1999,"Edmonton, Alberta [48835]",Non-violent weighted clearance rate,Number,35.17,34.4
1999,"Edmonton, Alberta [48835]",Percent change in non-violent weighted clearance rate,Percent,35.18,3.77
1999,British Columbia [59],Crime severity index,Index,36.1,155.76
1999,British Columbia [59],Percent change in crime severity index,Percent,36.2,-6.68
1999,British Columbia [59],Violent crime severity index,Index,36.3,133.48
1999,British Columbia [59],Percent change in violent crime severity index,Percent,36.4,0.76
1999,British Columbia [59],Non-violent crime severity index,Index,36.5,164.33
1999,British Columbia [59],Percent change in non-violent crime severity index,Percent,36.6,-8.79
1999,British Columbia [59],Youth crime severity index,Index,36.7,107.88
1999,British Columbia [59],Percent change in youth crime severity index,Percent,36.8,-12.06
1999,British Columbia [59],Youth violent crime severity index,Index,36.9,87.23
1999,British Columbia [59],Percent change in youth violent crime severity index,Percent,36.1,-8.22
1999,British Columbia [59],Youth non-violent crime severity index,Index,36.11,123.6
1999,British Columbia [59],Percent change in youth non-violent crime severity index,Percent,36.12,-14.01
1999,British Columbia [59],Weighted clearance rate,Number,36.13,28.52
1999,British Columbia [59],Percent change in weighted clearance rate,Percent,36.14,2.3
1999,British Columbia [59],Violent weighted clearance rate,Number,36.15,50.51
1999,British Columbia [59],Percent change in violent weighted clearance rate,Percent,36.16,4.92
1999,British Columbia [59],Non-violent weighted clearance rate,Number,36.17,21.64
1999,British Columbia [59],Percent change in non-violent weighted clearance rate,Percent,36.18,-2.3
1999,"Vancouver, British Columbia [59933]",Crime severity index,Index,37.1,170.83
1999,"Vancouver, British Columbia [59933]",Percent change in crime severity index,Percent,37.2,-7.04
1999,"Vancouver, British Columbia [59933]",Violent crime severity index,Index,37.3,154.72
1999,"Vancouver, British Columbia [59933]",Percent change in violent crime severity index,Percent,37.4,-0.96
1999,"Vancouver, British Columbia [59933]",Non-violent crime severity index,Index,37.5,177.03
1999,"Vancouver, British Columbia [59933]",Percent change in non-violent crime severity index,Percent,37.6,-8.92
1999,"Vancouver, British Columbia [59933]",Youth crime severity index,Index,37.7,
1999,"Vancouver, British Columbia [59933]",Youth violent crime severity index,Index,37.9,
1999,"Vancouver, British Columbia [59933]",Youth non-violent crime severity index,Index,37.11,
1999,"Vancouver, British Columbia [59933]",Weighted clearance rate,Number,37.13,21.77
1999,"Vancouver, British Columbia [59933]",Percent change in weighted clearance rate,Percent,37.14,4.16
1999,"Vancouver, British Columbia [59933]",Violent weighted clearance rate,Number,37.15,38.81
1999,"Vancouver, British Columbia [59933]",Percent change in violent weighted clearance rate,Percent,37.16,5.09
1999,"Vancouver, British Columbia [59933]",Non-violent weighted clearance rate,Number,37.17,16.04
1999,"Vancouver, British Columbia [59933]",Percent change in non-violent weighted clearance rate,Percent,37.18,0.56
1999,"Victoria, British Columbia [59935]",Crime severity index,Index,38.1,141.79
1999,"Victoria, British Columbia [59935]",Percent change in crime severity index,Percent,38.2,-2.52
1999,"Victoria, British Columbia [59935]",Violent crime severity index,Index,38.3,120.72
1999,"Victoria, British Columbia [59935]",Percent change in violent crime severity index,Percent,38.4,-9.39
1999,"Victoria, British Columbia [59935]",Non-violent crime severity index,Index,38.5,149.89
1999,"Victoria, British Columbia [59935]",Percent change in non-violent crime severity index,Percent,38.6,-0.17
1999,"Victoria, British Columbia [59935]",Youth crime severity index,Index,38.7,
1999,"Victoria, British Columbia [59935]",Youth violent crime severity index,Index,38.9,
1999,"Victoria, British Columbia [59935]",Youth non-violent crime severity index,Index,38.11,
1999,"Victoria, British Columbia [59935]",Weighted clearance rate,Number,38.13,34.7
1999,"Victoria, British Columbia [59935]",Percent change in weighted clearance rate,Percent,38.14,-5.81
1999,"Victoria, British Columbia [59935]",Violent weighted clearance rate,Number,38.15,61.85
1999,"Victoria, British Columbia [59935]",Percent change in violent weighted clearance rate,Percent,38.16,2.67
1999,"Victoria, British Columbia [59935]",Non-violent weighted clearance rate,Number,38.17,26.29
1999,"Victoria, British Columbia [59935]",Percent change in non-violent weighted clearance rate,Percent,38.18,-8.91
1999,Yukon [60],Crime severity index,Index,40.1,230.35
1999,Yukon [60],Percent change in crime severity index,Percent,40.2,1.85
1999,Yukon [60],Violent crime severity index,Index,40.3,232.04
1999,Yukon [60],Percent change in violent crime severity index,Percent,40.4,8.34
1999,Yukon [60],Non-violent crime severity index,Index,40.5,229.7
1999,Yukon [60],Percent change in non-violent crime severity index,Percent,40.6,-0.46
1999,Yukon [60],Youth crime severity index,Index,40.7,241.66
1999,Yukon [60],Percent change in youth crime severity index,Percent,40.8,-4.17
1999,Yukon [60],Youth violent crime severity index,Index,40.9,173.8
1999,Yukon [60],Percent change in youth violent crime severity index,Percent,40.1,108.59
1999,Yukon [60],Youth non-violent crime severity index,Index,40.11,293.35
1999,Yukon [60],Percent change in youth non-violent crime severity index,Percent,40.12,-22.96
1999,Yukon [60],Weighted clearance rate,Number,40.13,48.35
1999,Yukon [60],Percent change in weighted clearance rate,Percent,40.14,3.96
1999,Yukon [60],Violent weighted clearance rate,Number,40.15,71.08
1999,Yukon [60],Percent change in violent weighted clearance rate,Percent,40.16,3.22
1999,Yukon [60],Non-violent weighted clearance rate,Number,40.17,39.52
1999,Yukon [60],Percent change in non-violent weighted clearance rate,Percent,40.18,2.57
1999,Northwest Territories [61],Crime severity index,Index,41.1,255.4
1999,Northwest Territories [61],Percent change in crime severity index,Percent,41.2,-4.51
1999,Northwest Territories [61],Violent crime severity index,Index,41.3,276.92
1999,Northwest Territories [61],Percent change in violent crime severity index,Percent,41.4,-9.5
1999,Northwest Territories [61],Non-violent crime severity index,Index,41.5,247.12
1999,Northwest Territories [61],Percent change in non-violent crime severity index,Percent,41.6,-2.19
1999,Northwest Territories [61],Youth crime severity index,Index,41.7,381.92
1999,Northwest Territories [61],Percent change in youth crime severity index,Percent,41.8,-0.8
1999,Northwest Territories [61],Youth violent crime severity index,Index,41.9,115.16
1999,Northwest Territories [61],Percent change in youth violent crime severity index,Percent,41.1,-19.34
1999,Northwest Territories [61],Youth non-violent crime severity index,Index,41.11,585.1
1999,Northwest Territories [61],Percent change in youth non-violent crime severity index,Percent,41.12,2.74
1999,Northwest Territories [61],Weighted clearance rate,Number,41.13,53.5
1999,Northwest Territories [61],Percent change in weighted clearance rate,Percent,41.14,-1.22
1999,Northwest Territories [61],Violent weighted clearance rate,Number,41.15,68.84
1999,Northwest Territories [61],Percent change in violent weighted clearance rate,Percent,41.16,-5.5
1999,Northwest Territories [61],Non-violent weighted clearance rate,Number,41.17,46.88
1999,Northwest Territories [61],Percent change in non-violent weighted clearance rate,Percent,41.18,3.12
1999,Nunavut [62],Crime severity index,Index,42.1,218.81
1999,Nunavut [62],Violent crime severity index,Index,42.3,314.53
1999,Nunavut [62],Non-violent crime severity index,Index,42.5,182
1999,Nunavut [62],Youth crime severity index,Index,42.7,265.51
1999,Nunavut [62],Youth violent crime severity index,Index,42.9,82.99
1999,Nunavut [62],Youth non-violent crime severity index,Index,42.11,404.52
1999,Nunavut [62],Weighted clearance rate,Number,42.13,57.58
1999,Nunavut [62],Violent weighted clearance rate,Number,42.15,70.75
1999,Nunavut [62],Non-violent weighted clearance rate,Number,42.17,48.84
1999,Nunavut [62],Percent change in non-violent weighted clearance rate,Percent,42.18,
2000,Canada,Crime severity index,Index,1.1,106.73
2000,Canada,Percent change in crime severity index,Percent,1.2,-4.05
2000,Canada,Violent crime severity index,Index,1.3,97.79
2000,Canada,Percent change in violent crime severity index,Percent,1.4,-1.58
2000,Canada,Non-violent crime severity index,Index,1.5,110.17
2000,Canada,Percent change in non-violent crime severity index,Percent,1.6,-4.86
2000,Canada,Youth crime severity index,Index,1.7,103.53
2000,Canada,Percent change in youth crime severity index,Percent,1.8,4.22
2000,Canada,Youth violent crime severity index,Index,1.9,89.31
2000,Canada,Percent change in youth violent crime severity index,Percent,1.1,6.95
2000,Canada,Youth non-violent crime severity index,Index,1.11,114.36
2000,Canada,Percent change in youth non-violent crime severity index,Percent,1.12,2.66
2000,Canada,Weighted clearance rate,Number,1.13,35.51
2000,Canada,Percent change in weighted clearance rate,Percent,1.14,0.94
2000,Canada,Violent weighted clearance rate,Number,1.15,58.24
2000,Canada,Percent change in violent weighted clearance rate,Percent,1.16,1.68
2000,Canada,Non-violent weighted clearance rate,Number,1.17,27.75
2000,Canada,Percent change in non-violent weighted clearance rate,Percent,1.18,-0.5
2000,Newfoundland and Labrador [10],Crime severity index,Index,2.1,70.12
2000,Newfoundland and Labrador [10],Percent change in crime severity index,Percent,2.2,1.3
2000,Newfoundland and Labrador [10],Violent crime severity index,Index,2.3,61.8
2000,Newfoundland and Labrador [10],Percent change in violent crime severity index,Percent,2.4,6.19
2000,Newfoundland and Labrador [10],Non-violent crime severity index,Index,2.5,73.32
2000,Newfoundland and Labrador [10],Percent change in non-violent crime severity index,Percent,2.6,-0.18
2000,Newfoundland and Labrador [10],Youth crime severity index,Index,2.7,104.2
2000,Newfoundland and Labrador [10],Percent change in youth crime severity index,Percent,2.8,14.82
2000,Newfoundland and Labrador [10],Youth violent crime severity index,Index,2.9,69.87
2000,Newfoundland and Labrador [10],Percent change in youth violent crime severity index,Percent,2.1,39.32
2000,Newfoundland and Labrador [10],Youth non-violent crime severity index,Index,2.11,130.35
2000,Newfoundland and Labrador [10],Percent change in youth non-violent crime severity index,Percent,2.12,7.14
2000,Newfoundland and Labrador [10],Weighted clearance rate,Number,2.13,37.99
2000,Newfoundland and Labrador [10],Percent change in weighted clearance rate,Percent,2.14,-10.08
2000,Newfoundland and Labrador [10],Violent weighted clearance rate,Number,2.15,63.44
2000,Newfoundland and Labrador [10],Percent change in violent weighted clearance rate,Percent,2.16,-8.59
2000,Newfoundland and Labrador [10],Non-violent weighted clearance rate,Number,2.17,29.75
2000,Newfoundland and Labrador [10],Percent change in non-violent weighted clearance rate,Percent,2.18,-12.45
2000,"St. John's, Newfoundland and Labrador [10001]",Crime severity index,Index,3.1,87.22
2000,"St. John's, Newfoundland and Labrador [10001]",Percent change in crime severity index,Percent,3.2,9.88
2000,"St. John's, Newfoundland and Labrador [10001]",Violent crime severity index,Index,3.3,63.93
2000,"St. John's, Newfoundland and Labrador [10001]",Percent change in violent crime severity index,Percent,3.4,12.14
2000,"St. John's, Newfoundland and Labrador [10001]",Non-violent crime severity index,Index,3.5,96.18
2000,"St. John's, Newfoundland and Labrador [10001]",Percent change in non-violent crime severity index,Percent,3.6,9.32
2000,"St. John's, Newfoundland and Labrador [10001]",Youth crime severity index,Index,3.7,
2000,"St. John's, Newfoundland and Labrador [10001]",Youth violent crime severity index,Index,3.9,
2000,"St. John's, Newfoundland and Labrador [10001]",Youth non-violent crime severity index,Index,3.11,
2000,"St. John's, Newfoundland and Labrador [10001]",Weighted clearance rate,Number,3.13,28.43
2000,"St. John's, Newfoundland and Labrador [10001]",Percent change in weighted clearance rate,Percent,3.14,-5.04
2000,"St. John's, Newfoundland and Labrador [10001]",Violent weighted clearance rate,Number,3.15,54.94
2000,"St. John's, Newfoundland and Labrador [10001]",Percent change in violent weighted clearance rate,Percent,3.16,13.12
2000,"St. John's, Newfoundland and Labrador [10001]",Non-violent weighted clearance rate,Number,3.17,21.66
2000,"St. John's, Newfoundland and Labrador [10001]",Percent change in non-violent weighted clearance rate,Percent,3.18,-14.35
2000,Prince Edward Island [11],Crime severity index,Index,4.1,76.33
2000,Prince Edward Island [11],Percent change in crime severity index,Percent,4.2,-3.37
2000,Prince Edward Island [11],Violent crime severity index,Index,4.3,60.41
2000,Prince Edward Island [11],Percent change in violent crime severity index,Percent,4.4,8.2
2000,Prince Edward Island [11],Non-violent crime severity index,Index,4.5,82.45
2000,Prince Edward Island [11],Percent change in non-violent crime severity index,Percent,4.6,-6.19
2000,Prince Edward Island [11],Youth crime severity index,Index,4.7,64.24
2000,Prince Edward Island [11],Percent change in youth crime severity index,Percent,4.8,28.87
2000,Prince Edward Island [11],Youth violent crime severity index,Index,4.9,37.61
2000,Prince Edward Island [11],Percent change in youth violent crime severity index,Percent,4.1,23.31
2000,Prince Edward Island [11],Youth non-violent crime severity index,Index,4.11,84.53
2000,Prince Edward Island [11],Percent change in youth non-violent crime severity index,Percent,4.12,30.87
2000,Prince Edward Island [11],Weighted clearance rate,Number,4.13,36.54
2000,Prince Edward Island [11],Percent change in weighted clearance rate,Percent,4.14,1.73
2000,Prince Edward Island [11],Violent weighted clearance rate,Number,4.15,58.44
2000,Prince Edward Island [11],Percent change in violent weighted clearance rate,Percent,4.16,-1.91
2000,Prince Edward Island [11],Non-violent weighted clearance rate,Number,4.17,30.37
2000,Prince Edward Island [11],Percent change in non-violent weighted clearance rate,Percent,4.18,0.76
2000,Nova Scotia [12],Crime severity index,Index,5.1,95.26
2000,Nova Scotia [12],Percent change in crime severity index,Percent,5.2,-8.95
2000,Nova Scotia [12],Violent crime severity index,Index,5.3,89.04
2000,Nova Scotia [12],Percent change in violent crime severity index,Percent,5.4,1.67
2000,Nova Scotia [12],Non-violent crime severity index,Index,5.5,97.65
2000,Nova Scotia [12],Percent change in non-violent crime severity index,Percent,5.6,-12.16
2000,Nova Scotia [12],Youth crime severity index,Index,5.7,102.89
2000,Nova Scotia [12],Percent change in youth crime severity index,Percent,5.8,7.13
2000,Nova Scotia [12],Youth violent crime severity index,Index,5.9,74.99
2000,Nova Scotia [12],Percent change in youth violent crime severity index,Percent,5.1,25.25
2000,Nova Scotia [12],Youth non-violent crime severity index,Index,5.11,124.15
2000,Nova Scotia [12],Percent change in youth non-violent crime severity index,Percent,5.12,0.45
2000,Nova Scotia [12],Weighted clearance rate,Number,5.13,33.38
2000,Nova Scotia [12],Percent change in weighted clearance rate,Percent,5.14,-6.31
2000,Nova Scotia [12],Violent weighted clearance rate,Number,5.15,51.36
2000,Nova Scotia [12],Percent change in violent weighted clearance rate,Percent,5.16,-14.37
2000,Nova Scotia [12],Non-violent weighted clearance rate,Number,5.17,27.07
2000,Nova Scotia [12],Percent change in non-violent weighted clearance rate,Percent,5.18,-4.21
2000,"Halifax, Nova Scotia [12205]",Crime severity index,Index,6.1,120.58
2000,"Halifax, Nova Scotia [12205]",Percent change in crime severity index,Percent,6.2,-8.21
2000,"Halifax, Nova Scotia [12205]",Violent crime severity index,Index,6.3,121.02
2000,"Halifax, Nova Scotia [12205]",Percent change in violent crime severity index,Percent,6.4,14.36
2000,"Halifax, Nova Scotia [12205]",Non-violent crime severity index,Index,6.5,120.41
2000,"Halifax, Nova Scotia [12205]",Percent change in non-violent crime severity index,Percent,6.6,-14.71
2000,"Halifax, Nova Scotia [12205]",Youth crime severity index,Index,6.7,
2000,"Halifax, Nova Scotia [12205]",Youth violent crime severity index,Index,6.9,
2000,"Halifax, Nova Scotia [12205]",Youth non-violent crime severity index,Index,6.11,
2000,"Halifax, Nova Scotia [12205]",Weighted clearance rate,Number,6.13,24.12
2000,"Halifax, Nova Scotia [12205]",Percent change in weighted clearance rate,Percent,6.14,-5.52
2000,"Halifax, Nova Scotia [12205]",Violent weighted clearance rate,Number,6.15,39.45
2000,"Halifax, Nova Scotia [12205]",Percent change in violent weighted clearance rate,Percent,6.16,-17.61
2000,"Halifax, Nova Scotia [12205]",Non-violent weighted clearance rate,Number,6.17,18.2
2000,"Halifax, Nova Scotia [12205]",Percent change in non-violent weighted clearance rate,Percent,6.18,-4.66
2000,New Brunswick [13],Crime severity index,Index,7.1,84.83
2000,New Brunswick [13],Percent change in crime severity index,Percent,7.2,-5.79
2000,New Brunswick [13],Violent crime severity index,Index,7.3,73.25
2000,New Brunswick [13],Percent change in violent crime severity index,Percent,7.4,-6.76
2000,New Brunswick [13],Non-violent crime severity index,Index,7.5,89.28
2000,New Brunswick [13],Percent change in non-violent crime severity index,Percent,7.6,-5.48
2000,New Brunswick [13],Youth crime severity index,Index,7.7,88.25
2000,New Brunswick [13],Percent change in youth crime severity index,Percent,7.8,-4.02
2000,New Brunswick [13],Youth violent crime severity index,Index,7.9,60.42
2000,New Brunswick [13],Percent change in youth violent crime severity index,Percent,7.1,-3.7
2000,New Brunswick [13],Youth non-violent crime severity index,Index,7.11,109.46
2000,New Brunswick [13],Percent change in youth non-violent crime severity index,Percent,7.12,-4.14
2000,New Brunswick [13],Weighted clearance rate,Number,7.13,35.73
2000,New Brunswick [13],Percent change in weighted clearance rate,Percent,7.14,-11.6
2000,New Brunswick [13],Violent weighted clearance rate,Number,7.15,55.88
2000,New Brunswick [13],Percent change in violent weighted clearance rate,Percent,7.16,-7.51
2000,New Brunswick [13],Non-violent weighted clearance rate,Number,7.17,29.37
2000,New Brunswick [13],Percent change in non-violent weighted clearance rate,Percent,7.18,-13.69
2000,"Saint John, New Brunswick [13310]",Crime severity index,Index,8.1,82.71
2000,"Saint John, New Brunswick [13310]",Percent change in crime severity index,Percent,8.2,-11.94
2000,"Saint John, New Brunswick [13310]",Violent crime severity index,Index,8.3,74.01
2000,"Saint John, New Brunswick [13310]",Percent change in violent crime severity index,Percent,8.4,-15.42
2000,"Saint John, New Brunswick [13310]",Non-violent crime severity index,Index,8.5,86.06
2000,"Saint John, New Brunswick [13310]",Percent change in non-violent crime severity index,Percent,8.6,-10.71
2000,"Saint John, New Brunswick [13310]",Youth crime severity index,Index,8.7,
2000,"Saint John, New Brunswick [13310]",Youth violent crime severity index,Index,8.9,
2000,"Saint John, New Brunswick [13310]",Youth non-violent crime severity index,Index,8.11,
2000,"Saint John, New Brunswick [13310]",Weighted clearance rate,Number,8.13,36.42
2000,"Saint John, New Brunswick [13310]",Percent change in weighted clearance rate,Percent,8.14,21.4
2000,"Saint John, New Brunswick [13310]",Violent weighted clearance rate,Number,8.15,52.55
2000,"Saint John, New Brunswick [13310]",Percent change in violent weighted clearance rate,Percent,8.16,40.96
2000,"Saint John, New Brunswick [13310]",Non-violent weighted clearance rate,Number,8.17,31.09
2000,"Saint John, New Brunswick [13310]",Percent change in non-violent weighted clearance rate,Percent,8.18,13.22
2000,Quebec [24],Crime severity index,Index,9.1,101.78
2000,Quebec [24],Percent change in crime severity index,Percent,9.2,-2.42
2000,Quebec [24],Violent crime severity index,Index,9.3,93.54
2000,Quebec [24],Percent change in violent crime severity index,Percent,9.4,-2.47
2000,Quebec [24],Non-violent crime severity index,Index,9.5,104.94
2000,Quebec [24],Percent change in non-violent crime severity index,Percent,9.6,-2.4
2000,Quebec [24],Youth crime severity index,Index,9.7,70.13
2000,Quebec [24],Percent change in youth crime severity index,Percent,9.8,-10.62
2000,Quebec [24],Youth violent crime severity index,Index,9.9,65.64
2000,Quebec [24],Percent change in youth violent crime severity index,Percent,9.1,-12.48
2000,Quebec [24],Youth non-violent crime severity index,Index,9.11,73.56
2000,Quebec [24],Percent change in youth non-violent crime severity index,Percent,9.12,-9.3
2000,Quebec [24],Weighted clearance rate,Number,9.13,31.28
2000,Quebec [24],Percent change in weighted clearance rate,Percent,9.14,1.3
2000,Quebec [24],Violent weighted clearance rate,Number,9.15,55.34
2000,Quebec [24],Percent change in violent weighted clearance rate,Percent,9.16,2.94
2000,Quebec [24],Non-violent weighted clearance rate,Number,9.17,23.04
2000,Quebec [24],Percent change in non-violent weighted clearance rate,Percent,9.18,0.04
